job_title,employee_residence,company_location,experience_level,employment_type,salary_in_usd,salary_log1p
Manager,US,US,MI,FT,160000,11.982935344196433
Architect,US,US,SE,FT,118200,11.680141844155234
Manager,US,US,SE,FT,207000,12.240478903153711
Machine Learning Engineer,US,US,SE,FT,183000,12.117246896289503
Systems Engineer,US,US,MI,FT,90063,11.408275807703808
Analytics Engineer,US,US,SE,FT,245000,12.409017571151187
Manager,US,US,MI,FT,105800,11.569315250157509
Product Manager,US,US,MI,FT,165000,12.013706813470414
Research Associate,AU,AU,MI,FT,106089,11.572043069453317
Data Analytics Engineer,DE,DE,SE,FT,79197,11.279706324958415
Machine Learning Engineer,US,US,MI,FT,129200,11.769124610238766
Data Analyst,US,US,SE,FT,177500,12.086731521684555
Software Engineer,US,US,MI,FT,116300,11.663936936922068
Data Scientist,US,US,SE,FT,216100,12.283501169971546
DevOps Engineer,US,US,SE,FT,200000,12.206077645517674
Research Scientist,US,US,SE,FT,157000,11.964007453736912
Data Scientist,US,US,SE,FT,161342,11.991287812591057
Data Scientist,CA,CA,SE,FT,100000,11.51293546492023
Data Management Lead,GB,GB,SE,FT,77051,11.252235797582049
Data Architect,US,US,SE,FT,147800,11.903622053373214
Product Manager,US,US,SE,FT,287500,12.568981617474362
Data Engineer,US,US,MI,FT,95200,11.46374572492597
Engineer,US,US,MI,FT,110000,11.608244735642321
Product Manager,US,US,SE,FT,220000,12.301387370778713
Machine Learning Engineer,US,US,SE,FT,290200,12.578329065325667
Analyst,US,US,SE,FT,140160,11.850547040847962
Applied Scientist,US,US,MI,FT,120100,11.696088334428081
Data Scientist,US,US,EX,FT,87280,11.376888077819869
Software Engineer,CA,CA,MI,FT,142800,11.869207331664223
BI Developer,US,US,MI,FT,100000,11.51293546492023
Data Analyst,US,US,MI,FT,182500,12.114510931441727
Data Analyst,US,US,EN,FT,95000,11.461642696843066
Data Engineer,AT,AT,SE,FT,63333,11.056177588734903
Associate,US,US,MI,FT,99000,11.502885230075814
Platform Engineer,US,US,SE,FT,123280,11.722221581576932
Data Analyst,US,US,SE,FT,219375,12.298542431596436
Data Engineer,US,US,MI,FT,170884,12.048746094625518
Data Analyst,US,US,SE,FT,185100,12.128656901032139
Data Analyst,US,US,EN,FT,78073,11.265412373872007
Data Scientist,GB,GB,EN,FT,39015,10.57172709738989
Data Engineer,FR,FR,SE,FT,65555,11.090660018183717
Product Manager,US,US,SE,FT,145400,11.887250721636997
Data Analyst,GB,GB,EN,FT,36606,10.507994757932803
Machine Learning Engineer,US,US,SE,FT,189100,12.150036542839864
Data Analyst,US,US,EN,FT,62500,11.042937835596494
Data Scientist,US,US,SE,FT,129400,11.770671388994348
Data Architect,US,US,SE,FT,220900,12.305469916333227
Research Assistant,US,US,EN,PT,54000,10.896757843893464
Data Scientist,CA,CA,MI,FT,230000,12.345838935721968
Research Associate,AU,AU,MI,FT,117718,11.676055707578064
Data Analyst,AU,AU,EN,FT,117363,11.673035495398963
Data Architect,US,US,SE,FT,128000,11.759793355371237
Data Analyst,US,US,MI,FT,112000,11.626263078808801
AI Engineer,US,US,SE,FT,240000,12.388398368982115
Data Engineer,GB,GB,MI,FT,76284,11.242231605547303
Data Engineer,US,US,MI,FT,80800,11.299744620670225
Data Scientist,US,US,MI,FT,110000,11.608244735642321
Data Scientist,US,US,SE,FT,167000,12.025755079404917
Data Scientist,US,US,MI,FT,105555,11.566996896757956
Research Scientist,US,US,MI,FT,170200,12.044735370544808
Analytics Engineer,US,US,MI,FT,74240,11.215071837196952
Machine Learning Engineer,US,US,SE,FT,276000,12.52815976788113
Data Visualization Engineer,US,US,SE,FT,209000,12.250094315624496
Machine Learning Engineer,US,US,SE,FT,185000,12.128116509451258
Data Analyst,US,US,SE,FT,135800,11.81894585784987
Research Analyst,US,US,MI,FT,154000,11.944714374881176
Data Lead,US,US,SE,FT,161000,11.989165855127435
Software Engineer,US,US,SE,FT,350763,12.76786891163714
Systems Engineer,US,US,SE,FT,225000,12.323860125621126
Data Scientist,ES,ES,EN,FT,31578,10.360247621697122
Engineering Manager,US,US,MI,FT,165000,12.013706813470414
Data Analyst,US,US,EN,FT,86500,11.367911253546788
Software Engineer,US,US,MI,FT,184300,12.124325569579169
Analytics Lead,US,US,SE,FT,192840,12.169621294152245
Engineer,US,US,MI,FT,85760,11.359319636684408
Data Scientist,US,US,SE,FT,150000,11.918397239722838
Software Development Engineer,CA,CA,MI,FT,100000,11.51293546492023
Machine Learning Engineer,US,US,SE,FT,186000,12.133507329024972
Head of AI,US,US,EX,FT,170000,12.04355959836804
Business Intelligence Developer,US,US,MI,FT,75000,11.225256725762893
Data Scientist,US,US,MI,FT,235000,12.367345048436391
Analyst,US,US,MI,FT,100000,11.51293546492023
Associate,US,US,MI,FT,55020,10.915470209522413
Data Engineer,US,US,SE,FT,175000,12.07254696717504
Engineer,US,US,SE,FT,213000,12.269052139516223
Data Analyst,US,US,SE,FT,118300,11.680987503016127
Software Engineer,US,US,MI,FT,75712,11.234705155196735
Data Engineer,US,US,MI,FT,136000,11.820417517632333
Software Engineer,US,US,SE,FT,194180,12.17654599277183
Data Scientist,US,US,MI,FT,106500,11.575909653758895
Analyst,CA,CA,EN,FT,94300,11.454247073019193
Data Governance,CA,CA,SE,FT,147700,11.902945238977257
Engineer,US,US,SE,FT,85810,11.359902482386683
Deep Learning Engineer,GB,GB,MI,FT,49253,10.804745861576322
Product Manager,CA,CA,SE,FT,148600,11.909020140718255
Machine Learning Engineer,US,US,MI,FT,148000,11.904974309480183
Data Analyst,US,US,EN,FT,78175,11.266717974057467
Engineer,US,US,SE,FT,192700,12.16889504380259
Technical Lead,US,US,SE,FT,176720,12.08232749674707
Engineer,US,US,SE,FT,285000,12.560247968016562
Data Engineer,CA,CA,MI,FT,86128,11.363601451359381
Data Engineer,US,US,MI,FT,173000,12.06105265381003
Data Scientist,US,US,MI,FT,110000,11.608244735642321
Data Engineer,US,US,MI,FT,133346,11.800710032169244
Product Manager,US,US,MI,FT,115000,11.652696102959753
AI Engineer,US,US,SE,FT,226000,12.328294703023394
Manager,US,US,MI,FT,101587,11.528680696914735
Consultant,US,US,SE,FT,154000,11.944714374881176
Data Scientist,US,US,EN,PT,137000,11.827743504053695
Backend Engineer,US,US,SE,FT,190000,12.154784614286667
Data Analyst,US,US,EN,FT,77265,11.25500929305476
Data Analyst,US,US,SE,FT,116000,11.661354090741
Data Analyst,US,US,SE,FT,97000,11.48247656671073
Data Scientist,US,US,SE,FT,117200,11.671645688511857
Analyst,US,US,SE,FT,200750,12.209820613116651
Data Architect,ES,ES,SE,FT,42105,10.647945527330501
Analytics Engineer,US,US,EX,FT,180000,12.100717685412471
Data Scientist,US,US,SE,FT,218000,12.292254928916668
Bioinformatician,GB,GB,SE,FT,46739,10.752355608092849
Data Governance Lead,US,US,SE,FT,111800,11.624475784206961
Full Stack Engineer,US,US,SE,FT,200000,12.206077645517674
Data Analyst,US,US,SE,FT,179820,12.099717190639973
MLOps Engineer,US,US,SE,FT,182000,12.111767460549332
Engineer,US,US,SE,FT,48500,10.789339695269716
Head of Data,GB,GB,EX,FT,88607,11.391977425970689
Analyst,US,US,SE,FT,87280,11.376888077819869
Software Engineer,CH,CH,EN,FT,93109,11.441536868882576
Analytics Engineer,GB,GB,SE,FT,118750,11.684784142914062
Data Scientist,US,US,SE,FT,151694,11.92962720500438
Data Engineer,US,US,MI,FT,196900,12.190456343334482
Data Product Manager,US,US,MI,FT,125000,11.736077016252437
Analytics Engineer,US,US,MI,FT,121821,11.710316241921115
Data Governance Analyst,CA,CA,MI,FT,95200,11.46374572492597
Data Analyst,US,US,EN,FT,208800,12.249136924251182
Data Analyst,GB,GB,EN,FT,79925,11.288856485579517
Engineer,US,US,SE,FT,295680,12.597036449464369
Full Stack Engineer,US,US,SE,FT,190000,12.154784614286667
Data Engineer,US,US,MI,FT,72700,11.194110418585193
Data Manager,US,US,MI,FT,99900,11.511934974596555
Data Scientist,US,US,MI,FT,95490,11.466787281190179
Data Operations,US,US,EX,FT,195000,12.180759965737863
Data Governance,US,US,EN,FT,54072,10.89809026446922
BI Data Engineer,US,US,EN,FT,60000,11.002116507732017
Machine Learning Engineer,US,US,SE,FT,197900,12.19552218463499
Software Development Engineer,US,US,MI,FT,175800,12.077107952499174
Software Engineer,US,US,SE,FT,325000,12.691583538230217
Data Scientist,US,US,MI,FT,97600,11.488643018250334
Machine Learning Engineer,US,US,SE,FT,224000,12.319405795112926
Machine Learning Engineer,US,US,SE,FT,152000,11.931642378754141
Data Analyst,US,US,EN,FT,129450,11.77105771014019
Data Scientist,US,US,SE,FT,189000,12.149507585033072
Software Engineer,US,US,MI,FT,333000,12.715900771961074
Applied Scientist,PL,PL,SE,FT,79606,11.284857307664499
Data Architect,US,US,SE,FT,128000,11.759793355371237
Data Analyst,US,US,SE,FT,131500,11.78676973513378
Full Stack Developer,US,US,MI,FT,144000,11.87757552297847
Manager,US,US,MI,FT,115500,11.657034466915164
Machine Learning Engineer,US,US,SE,FT,333000,12.715900771961074
Data Manager,US,US,MI,FT,85000,11.350418300109132
AI Architect,US,US,SE,FT,138200,11.836464426179543
Analyst,CA,CA,EN,FT,55000,10.915106645867503
Machine Learning Engineer,US,US,SE,FT,85000,11.350418300109132
Manager,US,US,MI,FT,174800,12.071403463011007
AI Specialist,US,US,EN,FT,40000,10.596659732783579
Engineer,US,US,SE,FT,143320,11.872842148787795
Associate,US,US,MI,FT,114400,11.647465099148372
Product Designer,US,US,EN,FT,81900,11.313266479778829
Data Scientist,US,US,SE,FT,199000,12.201065128819632
Data Analyst,US,US,EN,FT,144600,11.88173350431221
Software Engineer,CA,CA,SE,FT,155650,11.955371600519852
Research Scientist,US,US,SE,FT,170400,12.045909761904733
Data Scientist,US,US,MI,FT,246200,12.413903554462665
Software Engineer,US,US,MI,FT,89400,11.400887146781374
Machine Learning Developer,CA,CA,MI,FT,95000,11.461642696843066
Data Engineer,US,US,MI,FT,121000,11.703554089007538
Data Engineer,US,US,MI,FT,80420,11.295030615091687
Machine Learning Engineer,US,US,SE,FT,296300,12.599131108513774
Data Analyst,ES,US,EN,PT,25216,10.13527364923168
Software Engineer,US,US,MI,FT,103000,11.542493975902508
Data Scientist,RO,RO,EN,FT,26000,10.165890277802454
Data Architect,US,US,SE,FT,158800,11.975407125004564
Manager,US,US,SE,FT,244200,12.405746935654452
Engineer,CA,CA,MI,FT,182467,12.114330094164643
Data Engineer,US,US,EN,FT,133000,11.798111925972618
Software Engineer,US,US,MI,FT,129960,11.774989684428718
Data Engineer,US,US,MI,FT,305900,12.631016799175821
AI Developer,US,US,SE,FT,192000,12.165255859329688
Consultant,US,US,SE,FT,125000,11.736077016252437
Data Operations Engineer,US,US,SE,FT,117300,11.672498559754418
Machine Learning Developer,CA,CA,SE,FT,76814,11.24915521256476
Data Operations Specialist,US,US,MI,FT,64200,11.06977406588073
Manager,US,US,MI,FT,129100,11.768350322738119
Data Manager,US,US,SE,FT,55000,10.915106645867503
Machine Learning Engineer,US,US,SE,FT,208145,12.245995035527592
Engineer,US,US,SE,FT,167000,12.025755079404917
Data Engineer,CA,CA,MI,FT,105000,11.561725152903833
AI Engineer,US,US,MI,FT,100000,11.51293546492023
Developer,CA,CA,SE,FT,140000,11.849404844423074
Data Governance Lead,US,US,SE,FT,182070,12.112151999875962
Data Engineer,US,US,MI,FT,118400,11.681832447342321
Manager,US,US,MI,FT,103500,11.547336553476635
Data Scientist,GB,GB,MI,FT,70132,11.158148718314576
Data Analyst,US,US,SE,FT,166570,12.023176923935152
Product Manager,US,US,SE,FT,289000,12.574185427296195
Research Scientist,US,US,SE,FT,141340,11.858930689357782
Data Architect,US,US,SE,FT,169900,12.042971193457888
Analyst,US,US,MI,FT,168000,12.031725210748633
Developer,US,US,EN,FT,142000,11.863589378812122
Software Engineer,US,US,SE,FT,105100,11.562677071567636
Software Engineer,US,US,SE,FT,234062,12.363345588872969
Software Engineer,CA,CA,SE,FT,215000,12.278397958261774
Data Analyst,US,US,EN,FT,65820,11.09469421533239
Analytics Engineer,US,US,SE,FT,123750,11.726026761206368
Data Analyst,US,US,EN,FT,74200,11.214532906153606
Data Scientist,GB,GB,EN,FT,37500,10.53212287826962
Data Analyst,US,US,EN,FT,91300,11.421917019425596
Machine Learning Engineer,US,US,SE,FT,200800,12.210069646866993
Manager,US,US,SE,FT,92300,11.43281025466844
Data Engineer,US,US,SE,FT,115600,11.65789988570203
Data Infrastructure Engineer,US,US,SE,FT,170000,12.04355959836804
Platform Engineer,US,US,EN,FT,119000,11.686887175419702
Data Quality Lead,US,US,SE,FT,185000,12.128116509451258
Analytics Engineer,US,US,MI,FT,110747,11.615012629053577
Data Engineer,US,US,MI,FT,115500,11.657034466915164
Manager,US,US,MI,FT,159100,11.977294499661248
Data Management Specialist,US,US,SE,FT,102300,11.535674727063007
Research Engineer,US,US,SE,FT,250000,12.429220196836383
Data Analyst,US,US,MI,FT,67300,11.116930374363438
Engineer,US,US,SE,FT,212800,12.268112735686705
Manager,US,US,SE,FT,96600,11.478344372113902
Machine Learning Engineer,US,US,SE,FT,169200,12.03884263630228
Data Scientist,US,US,SE,FT,233000,12.358798024384122
Research Scientist,US,US,SE,FT,110000,11.608244735642321
Data Analyst,US,US,EN,FT,132300,11.792834908653468
Data Engineer,US,US,SE,FT,148000,11.904974309480183
Robotics Engineer,CA,CA,MI,FT,100000,11.51293546492023
Analyst,US,US,SE,FT,200000,12.206077645517674
Product Manager,US,US,SE,FT,234000,12.36308066783498
Manager,US,US,MI,FT,141052,11.856890985257486
Data Scientist,US,US,SE,FT,76700,11.247670025080003
Engineer,US,US,MI,FT,198000,12.19602736016897
Machine Learning Engineer,GB,GB,MI,FT,82900,11.325402403776808
Data Engineer,US,US,MI,FT,61200,11.021918808236205
Architect,US,US,SE,FT,88675,11.392744556713843
Data Engineer,US,US,MI,FT,63900,11.065090289695444
Engineer,US,US,MI,FT,163410,12.004023778603631
Data Scientist,US,US,EN,FT,174600,12.0702586497481
Data Engineer,US,US,EN,CT,80000,11.289794413577894
Robotics Software Engineer,US,US,MI,FT,160000,11.982935344196433
Engineer,US,US,SE,FT,218000,12.292254928916668
Analytics Specialist,CA,CA,SE,FT,92346,11.433308499988742
Data Engineer,US,US,EX,FT,210000,12.25486757159303
Consultant,US,US,SE,FT,170640,12.047317213418731
Deep Learning Engineer,US,US,MI,FT,100000,11.51293546492023
Data Scientist,US,US,SE,FT,119300,11.68940499028055
Developer,US,US,MI,FT,164612,12.011352543450267
Data Engineer,US,US,MI,FT,100802,11.52092339608129
Data Engineer,GB,GB,SE,FT,78481,11.270624578114324
Data Analyst,US,US,SE,FT,114080,11.644664001388104
Engineer,US,US,MI,FT,95825,11.470289325884364
Stage,FR,FR,EN,FT,21473,9.97459817999408
Engineering Manager,US,US,MI,FT,329600,12.705638110993434
Software Engineer,US,US,SE,FT,142800,11.869207331664223
Engineer,US,US,MI,FT,68900,11.140425970684525
Data Scientist,US,US,EN,FT,100000,11.51293546492023
Data Engineer,US,US,SE,FT,125000,11.736077016252437
Business Data Analyst,GH,GH,MI,FL,36000,10.491301994830229
Data Engineer,US,US,SE,FT,147000,11.898194668458823
Data Governance Manager,GB,GB,MI,FT,146518,11.894910391862636
Machine Learning Scientist,US,US,SE,FT,171000,12.049424683420915
Data Architect,US,US,SE,FT,239000,12.384223015005313
Data Engineer,US,US,SE,FT,260000,12.468440756144114
Data Engineer,FR,FR,SE,FT,111111,11.618293980596055
Engineer,US,US,EN,FT,109400,11.602775309696066
Research Analyst,US,US,EN,FT,150000,11.918397239722838
Associate,US,US,MI,FT,152600,11.93558195089097
MLOps Engineer,US,US,SE,FT,192700,12.16889504380259
Data Specialist,US,US,MI,FT,42000,10.645448706505872
Data Strategist,US,US,MI,FT,150000,11.918397239722838
Analytics Engineer,GB,GB,SE,FT,93750,11.448397610442436
Machine Learning Engineer,US,US,SE,FT,181900,12.111217862017215
Data Analyst,US,US,SE,FT,181000,12.10625783509458
Research Engineer,US,US,SE,FT,530000,13.180634172318978
Analyst,US,US,EN,FT,141200,11.857939686169175
Engineer,US,US,MI,FT,68123,11.129084852958727
Software Engineer,US,US,SE,FT,160800,11.987922854613139
Engineer,US,US,EN,FT,148000,11.904974309480183
Analyst,US,US,EN,FT,124600,11.732871910985468
Software Engineer,US,US,SE,FT,151300,11.927026509139932
Data Analyst,US,US,EN,FT,79700,11.286037411751035
Data Architect,US,US,SE,FT,235800,12.370743507958519
Data Analyst,AR,AR,MI,FT,48000,10.778977123006351
Python Developer,US,US,SE,FT,140000,11.849404844423074
Data Scientist,US,US,MI,FT,201000,12.211065162153215
BI Developer,US,US,SE,FT,145000,11.884495917930655
Data Analyst,US,US,MI,FT,90600,11.41422052949775
Data Scientist,US,US,SE,FT,115000,11.652696102959753
Consultant,US,US,MI,FT,98800,11.500863005142227
Machine Learning Engineer,US,US,SE,FT,234637,12.365799179919131
Associate,US,US,SE,FT,148500,11.908346971208951
Applied Scientist,US,US,SE,FT,163000,12.001511614739405
Systems Engineer,US,US,SE,FT,98500,11.49782197939291
Business Intelligence Engineer,US,US,EN,FT,65000,11.082157933374816
Data Engineer,US,US,SE,FT,203300,12.222442918443495
Research Engineer,US,US,SE,FT,300200,12.612207529288542
Product Designer,US,US,SE,FT,300000,12.611541086966115
Data Engineer,US,US,MI,FT,221000,12.30592250537653
Data Scientist,US,US,MI,FT,132849,11.79697595118796
Research Engineer,US,US,SE,FT,560000,13.235693848424024
Analytics Engineer,US,US,SE,FT,148719,11.909820622395326
Software Engineer,US,US,SE,FT,282200,12.550374861980682
Software Development Engineer,US,US,SE,FT,99500,11.507922973347437
Data Engineer,US,US,SE,FT,242000,12.396697137361691
QA Engineer,US,US,SE,FT,234700,12.366067642588453
Research Scientist,US,US,SE,FT,143000,11.870606902224587
Software Engineer,US,US,SE,FT,312200,12.651402490133291
Data Scientist,US,US,SE,FT,225000,12.323860125621126
Software Engineer,US,US,MI,FT,339250,12.734495525371473
Research Assistant,GB,GB,MI,FT,48205,10.783238773619335
Data Analyst,US,US,EX,FT,160000,11.982935344196433
Business Intelligence Developer,US,US,MI,FT,141300,11.85864764578841
Analyst,US,US,EN,FT,74300,11.215879689565481
Manager,US,US,SE,FT,113900,11.643084929027989
Data Engineer,US,US,SE,FT,94200,11.45318607621936
Data Analyst,US,US,EN,FT,108900,11.598194491615347
Machine Learning Engineer,US,US,MI,FT,128400,11.762913458369663
Data Engineer,US,US,SE,FT,220110,12.301887243548784
Data Manager,GB,GB,MI,FT,62500,11.042937835596494
Quantitative Analyst,US,US,MI,FT,52800,10.874285408908944
Machine Learning Engineer,US,US,SE,FT,385000,12.861001210669146
Analytics Engineer,US,US,SE,FT,124779,11.734307465664777
AI Architect,US,US,SE,FT,160000,11.982935344196433
Engineer,US,US,SE,FT,312800,12.65332248457913
AI Developer,US,US,MI,FT,155000,11.951186847493476
Software Development Engineer,US,US,SE,FT,238448,12.381910729966267
Systems Engineer,US,US,MI,FT,118789,11.685112507283586
Business Intelligence Developer,US,US,SE,FT,70000,11.156264806643742
Software Engineer,US,US,MI,FT,405000,12.91164481522143
Developer,US,US,SE,FT,141480,11.859920711431277
Data Scientist,US,US,SE,FT,210350,12.256532842988825
Solutions Engineer,US,US,SE,FT,206250,12.236849152670022
Applied Scientist,US,US,SE,FT,137600,11.832113471896832
Data Scientist,US,US,EN,FT,212800,12.268112735686705
Data Scientist,CA,CA,MI,FT,155700,11.955692780409043
Research Analyst,US,US,EN,FT,100000,11.51293546492023
AI Engineer,CA,CA,MI,FT,100000,11.51293546492023
Data Engineer,US,US,SE,FT,118200,11.680141844155234
Data Analyst,GB,GB,EX,FT,68750,11.13824656087758
Research Scientist,US,US,SE,FT,231643,12.352956989365387
Engineer,US,US,SE,FT,78000,11.264476926102367
Analytics Engineer,CA,CA,SE,FT,120000,11.695255355062795
Engineer,AU,AU,MI,FT,100000,11.51293546492023
Software Engineer,US,US,MI,FT,185495,12.130788597454817
Data Analyst,US,US,EN,FT,65000,11.082157933374816
Associate,US,US,MI,FT,144500,11.881041706925902
Associate,US,US,SE,FT,147500,11.901590234400047
Machine Learning Engineer,US,US,SE,FT,253200,12.441938918691436
Data Engineer,US,US,MI,FT,79800,11.287291314687705
Data Governance Analyst,US,US,EN,FT,81000,11.302216779257382
Product Manager,US,US,SE,FT,170850,12.048547110613812
Analytics Engineer,US,US,SE,FT,152900,11.937545932118134
Machine Learning Engineer,US,US,SE,FT,168300,12.033509321931893
Analytics Engineer,US,US,SE,FT,94600,11.457423325808623
Data Engineer,US,US,MI,FT,209000,12.250094315624496
Machine Learning Engineer,CA,CA,SE,FT,200070,12.206427582532582
Data Product Owner,US,US,MI,FT,75000,11.225256725762893
BI Developer,CA,CA,MI,FT,82900,11.325402403776808
Product Manager,US,US,MI,FT,180000,12.100717685412471
Machine Learning Engineer,US,US,MI,FT,185752,12.132173113189825
Data Engineer,US,US,SE,FT,144200,11.8789634386217
Business Intelligence,US,US,EX,FT,320000,12.676079399771027
Data Developer,CA,CA,SE,CT,90960,11.418186122207434
Algorithm Developer,TW,TW,EN,FT,15281,9.634430944207512
Data Specialist,US,US,MI,FT,80000,11.289794413577894
Data Modeler,US,US,MI,FT,73100,11.199597325534862
Data Analyst,US,US,EN,FT,59976,11.001716434379901
Analyst,US,US,EN,FT,109922,11.60753539966016
Manager,GB,GB,MI,FT,71250,11.173964133120124
Data Analyst,US,US,SE,FT,150600,11.922389234432126
Data Modeler,CA,CA,SE,FT,171210,12.050651992962134
Data Reporter,US,US,SE,FT,75000,11.225256725762893
Technical Lead,US,US,SE,FT,200000,12.206077645517674
Data Scientist,US,US,SE,FT,143300,11.872702592158976
Power BI Developer,US,US,MI,FT,89500,11.402005077384885
Data Scientist,US,US,MI,FT,128800,11.766023856597407
Associate,US,US,MI,FT,100000,11.51293546492023
Manager,US,US,MI,FT,85700,11.358619773129229
Data Modeler,US,US,SE,FT,110000,11.608244735642321
Consultant,US,US,MI,FT,161400,11.991647230585656
Data Scientist,DE,DE,MI,FT,88654,11.392507711491088
Machine Learning Engineer,US,US,SE,FT,161000,11.989165855127435
Data Scientist,US,US,SE,FT,158600,11.974146893333247
Data Lead,US,US,SE,FT,174000,12.066816325306588
Analyst,US,US,MI,FT,94753,11.459039338412426
Data Scientist,NL,NL,EN,FT,44000,10.691967639914864
Engineer,CA,CA,MI,FT,138000,11.835016210489899
Data Engineer,US,US,SE,FT,200875,12.210443081247709
Product Manager,US,US,SE,FT,285200,12.560949473827492
Data Scientist,US,US,SE,FT,118136,11.67960024693799
Research Scientist,US,US,SE,FT,200000,12.206077645517674
Associate,GB,GB,MI,FT,64000,11.06665398721974
Machine Learning Engineer,US,US,SE,FT,213500,12.271396795480596
Business Intelligence,US,US,SE,FT,266400,12.49275797139508
Data Engineer,US,US,EX,FT,192300,12.166817131771358
Manager,CA,CA,SE,FT,154442,11.947580375208934
Machine Learning Engineer,US,US,SE,FT,175000,12.07254696717504
Engineer,US,US,SE,FT,100000,11.51293546492023
Data Specialist,US,US,MI,FT,62500,11.042937835596494
Analytics Engineer,US,US,SE,FT,207000,12.240478903153711
Data Manager,US,US,MI,PT,48000,10.778977123006351
Data Lead,GB,GB,SE,FT,60000,11.002116507732017
Data Specialist,CA,CA,SE,FT,35350,10.473081959467745
Manager,US,US,MI,FT,159000,11.976665770490767
Data Engineer,US,US,SE,FT,183000,12.117246896289503
Data Analyst,CA,CA,SE,FT,104000,11.552155793461898
Data Scientist,US,US,MI,FT,196900,12.190456343334482
Data Scientist,US,US,MI,FT,90300,11.410903813540878
Machine Learning Engineer,US,US,SE,FT,220000,12.301387370778713
Research Engineer,US,US,SE,FT,225000,12.323860125621126
Associate,US,US,MI,FT,114080,11.644664001388104
Engineering Manager,US,US,MI,FT,197680,12.194409899330394
Data Architect,US,US,SE,FT,205000,12.230770136157428
Data Analyst,US,US,EN,FT,82227,11.317251155645563
Machine Learning Engineer,US,US,SE,FT,241600,12.39504288410708
System Engineer,US,US,MI,FT,143900,11.87688084212164
Data Engineer,CA,CA,SE,FT,180967,12.106075499037672
Data Engineer,IN,IN,EN,FT,21637,9.98220630724752
Engineer,US,US,MI,FT,173830,12.065838841845975
Analyst,US,US,SE,FT,177000,12.083910661257521
Data Engineer,US,US,SE,FT,246400,12.414715569074824
Research Scientist,US,US,MI,FT,65000,11.082157933374816
Data Analytics Consultant,US,US,MI,FT,66100,11.098939154318382
Data Analyst,US,US,SE,FT,191100,12.160557363077048
Research Engineer,US,US,SE,FT,450000,13.017005083966255
Decision Scientist,US,US,SE,FT,171000,12.049424683420915
Software Engineer,US,US,SE,FT,158000,11.970356641102999
Engineer,US,US,MI,FT,248700,12.424006650692137
Backend Engineer,US,US,SE,FT,160000,11.982935344196433
Data Engineer,US,US,EX,FT,117002,11.669954854476808
Software Engineer,US,US,EN,FT,107000,11.580593459194764
Product Designer,US,US,MI,FT,148000,11.904974309480183
Data Engineer,US,US,MI,FT,85150,11.352181430003084
Data Architect,US,US,SE,FT,201600,12.214045775484509
Data Analyst,GB,GB,EX,FT,62500,11.042937835596494
Analytics Engineer,US,US,SE,FT,599947,13.304598263775844
Research Analyst,US,US,SE,FT,188600,12.147388951394372
Data Analyst,GB,GB,SE,FT,39334,10.579869986763343
Data Engineer,US,US,SE,FT,288000,12.570719231334277
Data Governance,US,US,EN,FT,43680,10.684668503929622
Data Engineer,US,US,SE,FT,174400,12.069112524385531
Data Engineer,US,US,SE,FT,181000,12.10625783509458
Analytics Engineer,US,US,SE,FT,267800,12.497999446362185
Machine Learning Engineer,US,US,EN,FT,112000,11.626263078808801
Product Manager,US,US,SE,FT,260586,12.470692057547547
Software Engineer,US,US,SE,FT,234300,12.364361892519216
Data Visualization Engineer,US,US,MI,FT,91548,11.4246296270501
Research Associate,US,US,MI,FT,110000,11.608244735642321
Software Engineer,US,US,MI,FT,111350,11.620442653336701
Data Engineer,US,US,SE,FT,123365,11.722910825746656
Data Scientist,US,US,SE,FT,275000,12.524530013005734
Software Engineer,US,US,SE,FT,106500,11.575909653758895
Engineer,US,US,MI,FT,112900,11.634266607494453
Manager,US,US,MI,FT,174000,12.066816325306588
Data Engineer,US,US,EX,FT,312350,12.651882834453328
Data Scientist,US,US,MI,FT,166800,12.02455676409265
Data Scientist,US,US,SE,FT,335000,12.721888795877375
Engineer,US,US,EN,FT,156450,11.960498140895073
Associate,US,US,SE,FT,97300,11.485564545613576
Data Engineer,US,US,MI,FT,124000,11.728044909070785
Data Analyst,US,US,MI,FT,115000,11.652696102959753
Research Scientist,US,US,EN,FT,212800,12.268112735686705
Data Scientist,US,US,SE,FT,126800,11.750374207389497
Analyst,US,US,SE,FT,72150,11.186516424119828
Software Engineer,US,US,SE,FT,145990,11.891300254954798
AI Scientist,US,US,EN,FT,50000,10.819798284210286
Software Engineer,US,US,SE,FT,101000,11.522885696764481
Data Analyst,GB,GB,SE,FT,56250,10.937579097686422
Data Engineer,US,US,MI,FT,82220,11.317166022868784
Manager,US,US,SE,FT,220000,12.301387370778713
Research Scientist,CA,CA,SE,FT,269000,12.502470376049185
Machine Learning Engineer,US,US,SE,FT,392000,12.879019669789754
Data Scientist,CA,CA,SE,FT,149700,11.916395250412128
Data Integration Engineer,US,US,MI,FT,103300,11.545402335602985
Research Scientist,US,US,SE,FT,79600,11.284781934567633
Machine Learning Engineer,US,US,SE,FT,100000,11.51293546492023
Product Manager,US,US,EN,FT,148800,11.910365121788654
Manager,US,US,MI,FT,250000,12.429220196836383
Data Analyst,US,US,SE,FT,127000,11.751950239425476
DevOps Engineer,GB,GB,SE,FT,100000,11.51293546492023
Machine Learning Engineer,US,US,SE,FT,174600,12.0702586497481
Data Analyst,NL,NL,EN,FT,55333,10.921142826790764
